YEAR (start),Date Duration,OperationName,Unit(s) – Description,Location,VC–NVAKIA's,Allied KIA's
1968,Apr 8 – Nov 11,Operation Burlington Trail[17],198th Infantry Brigadeoperation,border ofQuảng Tín ProvinceandQuảng Nam Provinces,"1,931",212
1968,Apr 10 – 14,Operation Jasper Square[32],"3rd Battalion, 7th Marinesoperation","Go Noi,Quảng Nam Province",54,6
1968,Apr 12 – 16,Operation Charlton[33],"3rd Battalion, 1st Marinesoperation",Ba Longvalley south ofCam Lo,,
1968,Apr 13,Operation No-Name 2[34],"1st Battalion,27th Marinesoperation",east ofHuế,60,24
1968,Apr 14 – 28,Operation Velvet Hammer[1],173rd Airborne Brigadecordon and search operation,Bình Định Province,,
1968,Apr 15 – 26,Operation Clifton Coral[1],11th Armored Cavalry Regimentreconnaissance in force,Bình Phước Province,,
1968,Apr 15 – Feb 28 1969,Operation Scotland II[1][35],"1st Battalion, 1st Marines,2nd Battalion, 1st Marines,1st Battalion, 3rd Marines,2nd Battalion, 3rd Marines,3rd Battalion, 3rd Marines,1st Battalion, 4th Marines,2nd Battalion, 4th Marines,3rd Battalion, 4th Marines,1st Battalion, 9th Marines,2nd Battalion, 9th Marines,3rd Battalion, 9th Marinesand 1st, 2nd and 3rd Battalions,26th Marinescontinuing operations aroundKhe Sanhplateau upon termination ofOperation Pegasus",Khe Sanhplateau,"3,304",435
1968,Apr 18 – May 17,Operation Rice[1][36],"1st and 3rd Battalion26th Marinesand 3rd Squadron,5th Cavalry Regimentoperation",Quảng TrịandThừa Thiên Provinces,,21
1968,Apr 19 – 26,Operation Baxter Garden/Lam Son 214[34],"2nd Battalion, 5th Marinesand1st Tank Battalionrice denial operation",8 km east ofHuế,55,13
1968,Apr 19 – May 17,Operation Delaware[37][38],"1st Marine Division,1st Cavalry Division,101st Airborne Division, 3rd Brigade82nd Airborne Divisionand196th Infantry Brigade, operation","A Shau Valley,Thừa Thiên Province",869,45
1968,Apr 19 – May 17,Operation Lam Son 216[39],ARVN1st Divisionand 3rd ARVN Airborne Task Force operation in conjunction withOperation Delaware,A Shau Valley,,
1968,Apr 30 – May 3,Operation Dai Do[1][40],"US Navy River Assault Group, Battalion Landing Team2nd Battalion, 4th Marines, B Company,1st Battalion, 3rd Marines,1st Battalion, 3rd Marinesand 3rd Battalion,21st Infantry Regimentoperation against the 48th and 52nd Regiments of theNVA 320th Divisionto eliminate the threat to the junction of the Bo Dieu and Cua Viet Rivers",Quảng Trị Province,1568,110
1968,May 1 – 31,Operation Houston II[1],"1st Battalion, 5th Marines,2nd Battalion, 5th Marinesand3rd Battalion, 5th Marinesoperation",Thừa Thiên Province,,
1968,May 1 – Nov 20,Operation Kudzu[1],9th Infantry Divisionreconnaissance and security operation ofĐồng Tâm Base Camp,Dinh Truong Province,,
1968,May 4 – Aug 24,Operation Allen Brook[1][41],"1st Battalion, 7th Marines,2nd Battalion, 7th Marines,3rd Battalion, 7th Marines,3rd Battalion, 5th Marines, 1st Battalion,26th Marines, 1st, 2nd, & 3rd Battalions,27th Marinesand 2nd Battalion,13th Marinesoperation","Go Noi Island, southernQuảng Nam Province","1,017",240
1968,May 9 – 16,Operation Concordia Square/Lam Son 224[1][42],2/1 Cavalryoperation,Quảng Trị Province,349,19
1968,May 10 – 12,Operation Golden Valley[1],"2nd Battalion,196th Infantry Brigade, Company A, 1st Battalion,46th Infantry Regimentand Battery A, 3rd Battalion,82nd Artillery Regimentrelief and reinforcement ofKham Duc Special Forces Camp",Quảng Tín Province,,
1968,May 17 – Nov 3,Operation Jeb Stuart III[39][43],1st Cavalry Divisionoperations,border ofQuảng Trịand centralThừa Thiên Provinces,2114,212
1968,May 17 – Feb 28 1969,Operation Nevada Eagle[1],"101st Airborne Division,1st Cavalry Divisionand 3rd Brigade,82nd Airborne Divisionclear and search operation as follow-up toOperation Delaware",centralThừa Thiên Province,"3,299",353
1968,May 19 – Oct 23,Operation Mameluke Thrust[1][44],"1st Battalion 7th Marines,3rd Battalion 26th Marines,1st Battalion 26th Marines,3rd Battalion 5th Marines,A Troop, 1st Squadron, 9th Cavalry,3rd Battalion 7th Marinesand2nd Battalion 7th Marinesclear and search operations",centralQuảng Nam Province,2728,269
1968,May 21 – Aug 3,Operation Truong Cong Dinh[1],"9th Infantry Divisionreconnaissance in force operation, superseded byOperation Quyet Chin",Dinh Tuong Province,1546,
1968,May 24 – Jun 12,Operation Mathews[1],"1st Brigade,4th Infantry Divisionand 3rd Brigade,101st Airborne Divisionsearch and destroy operation",Kon Tum Province,352,69
1968,Jun,Operation Duel Blade[1],Interim code name forOperation Igloo White,,,
1968,Jun 1 – 30,Operation Houston III[1],"1st Battalion, 5th Marinesand2nd Battalion, 5th Marinesoperation",Thừa Thiên Province,,
1968,Jun 1 – Feb 16 1969,Operation Toan Thang II[6][45],"1st Infantry Division,1st Cavalry Division,9th Infantry Division,199th Infantry Brigade,1st Battalion, Royal Australian Regiment,3rd Battalion, Royal Australian Regimentand4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) and ARVN operations for static defense of designated tactical areas of responsibility as well as limited reconnaissance operations to prevent NVA rocket fire on Saigon",Saigonand surrounding provinces,2819,
1968,Jun 2 – 19,Operation Robin[46][45],"Task Force Hotel (consisting of1st Battalion, 1st Marines,2nd Battalion, 3rd Marines,1st Battalion, 4th Marines,2nd Battalion, 4th Marines,3rd Battalion, 4th Marinesand3rd Battalion, 9th Marines) search and destroy operation using airmobile tactics to prevent an attack onKhe Sanhand northernQuảng Trị Province",Quảng Trị Province,635,65+
1968,Jun 7 - 14,Operation Swift Saber[1][47],"BLT3rd Battalion, 1st Marinesclear and search operation","Elephant Valley, 16 km north ofDa Nang,Quảng Nam Province",,
1968,Jun 7 – 18,Operation Banjo Royce/Quang Trung 23/4[1],"1st Brigade,101st Airborne Divisionreconnaissance in force operation",Lâm ĐồngandTuyen Duc Provinces,,
1968,Jun 15 – 20,Operation Kosciusko[1][6],"4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation",between Nui Thia Vai mountain and Nui Dinh mountain,2,
1968,Jun 18 – Jul 1,Operation Harmon Green[1],"1st and 3rd Battalions,503rd Airborne Infantry Regimentreconnaissance in force operation","Binh Tuy,Lâm ĐồngandTuyen Duc Provinces",,
1968,Jun 19 – 29,Operation Norfolk Victory II[1],"3rd Battalion,1st Infantry RegimentandARVN 2nd Divisionclear and search operation",Quảng Ngãi Province,,
1968,Jun 19 – 29,Operation Norwalk[1],1st Infantry Divisionsecurity operation,,,
1968,Jun 20 – 30,Operation Chattachoochee Swamp/Lien Ket 45[1],"3rd Battalion,11th Infantry BrigadeandARVN 2nd Divisionclear and search operation","Song Tea Khuc and Song Tam Rao valleys,Quảng Ngãi Province",,
1968,Jun 20 – Jul 2,Operation Vance Canyon[1],198th Infantry Brigadeclear and search operation,Quảng Ngãi Province,,
1968,Jun 26 – 27,Operation Charger[1],"1st Battalion,12th Cavalry Regimentand ARVN 1st Regiment search and destroy operation",Quảng Trị Province,,
1968,Jul 1 – 7,Operation Thor[48],Combined arms bombardment,easternDMZ,125 claimed,
1968,Jul 1 – 25,Operation Houston IV[1],"1st Battalion, 5th Marines,2nd Battalion, 5th Marinesand3rd Battalion, 5th Marinesoperation",Thừa Thiên Province,,
1968,Jul 5 – Aug 3,Operation Pocahontas Forest[1],"196th Infantry Brigade, 5th Battalion,46th Infantry Regiment, 1st Battalion,26th Marinesand ARVN 5th Regiment clear and search operation",Hiệp Đức ValleyinQuảng NamandQuảng Trị Provinces,,
1968,Jul 17 – Mar 4 1969,Operation Quyet Chien[23],"ARVN 7th Division,ARVN 9th Division,21st ARVN Divisionand9th Infantry Divisionoperation","U Minh Forest,Kiên Giang Province","2,248",131
1968,Jul 18 – 24,Operation Merino[6][49],"3rd Battalion, Royal Australian Regimentreconnaissance in force operation",Biên Hòa Province,,
1968,Jul 20,Operation Cleansweep[1],4th Infantry Divisionoperation,Pleiku Province,,
1968,Jul 23 – 30,Operation Swift Play[1][50],"BLT2nd Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1968,Jul 29 – Aug 13,Operation Platypus[1][6],"1st Battalion, Royal Australian Regimentand3rd Battalion, Royal Australian Regimentreconnaissance in force","Hat Dich area,Phước Tuy Province",,
1968,Aug 1 – 31,Operation Lyre Bird[1][6],"4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) land-clearing operation","west ofNui Dat,Phước Tuy Province",,
1968,Aug 2 – Apr 24 1969,Operation Lam Son 245[17],ARVN 54th Regiment operation,Thừa Thiên Province,636,
1968,Aug 4 – 20,Operation Somerset Plain/Operation Lam Son 246[1],"101st Airborne Division,1st Cavalry Divisionand ARVN 1st Regiment search and destroy operation","A Shau Valley,Thừa Thiên Province",,
1968,Aug 8 – Sep 6,Operation Nowra[1][6],"1st Battalion, Royal Australian Regimentdefence ofBà RịaandLong Điền District",Phước Tuy Province,,
1968,Aug 12 – 16,Operation Dodge Valley[1],"Elements of the1st Marines,7th Marinesand27th Marinesclear and search operation",Quảng Nam Province,,
1968,Aug 22 – Dec 12,Operation Dan Sinh 22-6[1],173rd Airborne BrigadeandARVN 22nd Divisionreconnaissance in force,"Bong Son Plains,Bình Định Province",,
1968,Aug 23 – 31,Operation Duc Lap[1],"ARVN 23rd Division, 2nd and 5thMobile Strike Forcedefence ofDuc LapCIDGbase",Quang Duc Province,,
1968,Aug 24 – Sep 9,Operation Tien Ho[1],ARVN 23rd Divisionoperation,Quang Duc Province,1091,
1968,Aug 28 – 31,Operation Cranberry Bog[51],"One of the firstJoint Personnel Recovery Centeroperations as part ofOperation Black Knightto rescue POW, 1LTJames N. Rowe",Chuong ThienProvince,2,
1968,Aug 28 – Sep 5,Operation Diamantina[1][6],"3rd Battalion, Royal Australian Regimentreconnaissance in force","north ofNui Dat,Phước Tuy Province",,
1968,Aug 29 – Sep 9,Operation Sussex Bay[1][52],"2nd Battalion, 5th Marines,3rd Battalion, 5th Marinesand3rd Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1968,Sep,Operation Homestead[53],MRF9th Infantry Divisionsearch and destroy operation,Kien Hoa Province,,
1968,Sep 1 – 9,Operation Alice[1],196th Infantry Brigadesecurity operation,Tây Ninh Province,,
1968,Sep 3 – 24,Operation Champaign Grove[54],23rd Infantry Divisionoperation,Quảng Ngãi Province,378,15
1968,Sep 7 – 12,Operation Innamincka[1][6],"4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) and104th Field Batterycordon and search and reconnaissance in force operation",Phước Tuy Province,,
1968,Sep 10 – 20,Operation Vinh Loc[1],"2nd Brigade,101st Airborne Divisionand ARVN 54th Regiment pacification operation","Vinh Loc Island,Thừa Thiên Province",,
1968,Sep 10 – Oct 3,Operation Commanche Falls I[1],1st Cavalry DivisionandARVN 1st Divisionclear and search operation,Quảng TrịandThừa Thiên Provinces,,
1968,Sep 11 – 25,Operation Eagle II/Operation Toan Thang 9-68[1],"2nd, 5th, 6th and 9thARVN Airborne Battalionsand 2nd, 3rd and 4th Battalions,VNMCoperation",Tây Ninh Province,,
1968,Sep 11 – Apr 24 1969,Operation Lam Son 261[17],1st ARVN Regiment operation,Thừa ThiênandQuảng Trị Provinces,724,
1968,Sep 12 – 24,Operation Hawkesbury[6][55],"1st Battalion, Royal Australian Regimentand4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) security operation",Bien Hoa–Long Khánh Provinceborder,,
1968,Sep 13,Operation Sullivan[1],"1st Brigade,5th Infantry Divisionsearch and destroy operation",Quảng Trị Province,,
1968,Sep 16 – Oct 19,Operation Golden Sword[1],"Movement of the 3rd Brigade,101st Airborne Divisionto northernI Corpsand the 3rd Brigade82nd Airborne DivisiontoIII Corps",,,
1968,Sep 19 – 25,Operation Crown[1][6],"3rd Battalion, Royal Australian Regimentreconnaissance in force operation",Phước Tuy Province,,
1968,Sep 24 – Oct 4,Operation Pioneer[1],"1st Battalion,11th Infantry Regimentclear and search operation",Quảng Trị Province,,
1968,Sep 25 – Oct 14,Operation Owen Mesa[1],"3rd Battalion,26th Marinesclear and search operation",Quảng NamandThừa Thiên Provinces,,
1968,Sep 26 – Nov 17,Operation Golden Fleece[1],"2nd Battalion,1st Infantry Divisionoperation",,,
1968,Sep 27 – 29,Operation Phu Vang I[1][56],"1st and 2nd Brigades,101st Airborne Divisionand ARVN 54th Regiment search and destroy operation",Thừa Thiên Province,,
1968,Sep 29 – Oct 6,Operation Sceptre[1][6],"4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation","nearAp Sui Nghe,Phước Tuy Province",,
1968,Sep 29 – Oct 12,Operation Windsor[1][6],"1st Battalion, Royal Australian Regimentreconnaissance in force",Biên Hòa Province,,5
1968,Sep 30 – Oct 5,Operation Talladega Canyon[1],"2nd Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1968,Oct 1 – 8,Operation Dukes Glade[1],11th Infantry Brigadeclear and search operation,Quảng Nam Province,,
1968,Oct 3 – Nov 2,Operation Commanche Falls II[1],1st Cavalry Divisionclear and search operation,Quảng TrịandThừa Thiên Provinces,,
1968,Oct 6,Operation Hung Quang 174[57],282nd Assault Helicopter Companyand 51st ARVN Regiment operation to relieve pressure on surroundedSpecial Forcescamp,"Thuong Duc,Quảng Nam Province",,
1968,Oct 6 – 19,Operation Maui Peak[1][58],"1st Battalion, 1st Marines,2nd Battalion, 5th Marines,3rd Battalion, 5th Marines,2nd Battalion, 7th Marinesand3rd Battalion, 7th Marineseffort to relieve the Special Forces camp atThường Ðức",Quảng Nam Province,353,28
1968,Oct 7 – 12,Operation Logan Field[59],"1st Battalion20th Infantry,11th Light Infantry Brigadeand23rd Infantry Divisionsearch and destroy operation",northeast ofQuảng NgãiCity,14,13
1968,Oct 8 – Apr 1 1971,Operation Sealords[60],US Navy and South Vietnamese Navy interdiction campaign in theMekong Deltato disruptNorth Vietnamesesupply lines in and around the delta,Mekong Delta,,
1968,Oct 12 – 30,Operation Capital[1][6],"3rd Battalion, Royal Australian Regimentand4th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) reconnaissance in force operation",15 km northeast ofNui Dat,2,26
1968,Oct 15,Operation War Bonnet[61],"Special ForcesDetachment B-52,Project DELTAand282nd Assault Helicopter Companyreconnaissance operation","aroundAn Hoa,Quảng Nam Province",,
1968,Oct 16 – Apr 24 1969,Operation Lam Son 271[17],2nd ARVN Regiment operation,Quảng Trị Province,603,
1968,Oct 18 – 19,Operation Dale Common[59],"3rd Brigade,1st Infantry Division,11th Light Infantry Brigade,23rd Infantry Divisionsearch and destroy operation","Mo Duc,Quảng Ngãi Province",23,
1968,Oct 23 – 27,Operation Rich[1],"1st Brigade,5th Infantry Divisioncombined arms assault near theBến Hải River","DMZ,Quảng Trị Province",308,212
1968,Oct 23 – Dec 6,Operation Henderson Hill[13][59],"1st Battalion, 5th Marines,2nd Battalion, 5th Marinesand3rd Battalion, 5th Marinessearch and clear operations as a continuation ofOperation Mameluke Thrust",north-centralQuảng Nam Province,700,110
1968,Oct 24 – Nov 25,Operation Dawson River Afton[1],"1st Battalion, 9th Marines,2nd Battalion, 9th Marinesand3rd Battalion, 9th Marinesclear and search operation","Đa Krông Valley,Quảng Trị Province",,
1968,Oct 25 – Nov 2,Operation Harvest[1][6],"3rd Battalion, Royal Australian Regimentreconnaissance in force and interdiction operation",Phước Tuy Province,,
1968,Oct 25 – Nov 2,Operation Vernon Lake I[1],11th Infantry Brigadeclear and search operation,"west ofQuảng Ngãi,Quảng Ngãi Province",455,35
1968,Oct 25 – Nov 6,Operation Phu Vang III[1],"2nd Brigade,101st Airborne Divisionand ARVN 54th Regiment clear and search operation",Thừa Thiên Province,,
1968,Oct 25 – Nov 16,Operation Garrad Bay[1],"2nd Battalion,26th Marinesclear and search operation",Quảng Nam Province,19,7
1968,Oct 27 – Nov 1,Operation Sabine Draw[1],"2nd Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1968,Oct 28 – Nov 20,Operation Liberty Canyon[1],Redeployment of the1st Cavalry DivisiontoIII Corps,,,
1968,Nov 1 – Feb 69,Operation Napoleon Saline II[1],"3rd Marine Division, 1st Brigade,5th Infantry Divisionstrike operation in the vicinity ofQuảng TrịCity in coordination with ARVN forces including the 1st Regiment,ARVN 1st Divisionto support the pacification ofQuảng Trị Province",,,
1968,Nov 2 – 7,Operation Search Turn[62],US and Vietnamese Navy operation to interdict the waterways and canals inKiên Giang Provincealong the Cambodian border and to secure the canals running betweenHa TienandRạch Giá,Kien Gang Province,219,
1968,Nov 2 – 15,Operation Commanche Falls III[1],"1st Cavalry Division, 1st Brigade,5th Infantry DivisionandARVN 1st Divisionclear and search operation",southeast ofQuảng TrịCity,,
1968,Nov 2 – Feb 28 1969,Operation Vernon Lake II[63],11th Infantry Brigadeoperation,"Song Re Valley,Quảng Ngãi Province",455,35
1968,Nov 7 – 13,Operation Nicoliet Bay[1],"1st Battalion, 13th Marinesand 1st and 3rd Battalions,26th Marinesclear and search operation",Quảng Nam Province,,
